doi,best_oa_evidence,best_oa_host,best_oa_license,best_oa_url,best_oa_url_is_pdf,best_oa_version,data_standard,doi_url,genre,is_oa,journal_is_oa,journal_issns,journal_name,published_date,publisher
10.1111/pala.12117,,,,,False,,2,https://doi.org/10.1111/pala.12117,journal-article,False,False,0031-0239,Palaeontology,2014-06-09,Wiley-Blackwell
10.1111/pala.12118,,,,,False,,2,https://doi.org/10.1111/pala.12118,journal-article,False,False,0031-0239,Palaeontology,2014-09-08,Wiley-Blackwell
10.1111/pala.12121,open (via page says license),publisher,cc-by-nc,http://onlinelibrary.wiley.com/doi/10.1111/pala.12121/pdf,True,publishedVersion,2,https://doi.org/10.1111/pala.12121,journal-article,True,False,0031-0239,Palaeontology,2014-07-16,Wiley-Blackwell
10.1111/pala.12127,,,,,False,,2,https://doi.org/10.1111/pala.12127,journal-article,False,False,0031-0239,Palaeontology,2014-09-05,Wiley-Blackwell
10.1111/pala.12128,,,,,False,,2,https://doi.org/10.1111/pala.12128,journal-article,False,False,0031-0239,Palaeontology,2014-10-03,Wiley-Blackwell
10.1111/pala.12130,,,,,False,,2,https://doi.org/10.1111/pala.12130,journal-article,False,False,0031-0239,Palaeontology,2014-10-20,Wiley-Blackwell
10.1111/pala.12131,,,,,False,,2,https://doi.org/10.1111/pala.12131,journal-article,False,False,0031-0239,Palaeontology,2014-10-20,Wiley-Blackwell
10.1111/pala.12132,,,,,False,,2,https://doi.org/10.1111/pala.12132,journal-article,False,False,0031-0239,Palaeontology,2014-10-27,Wiley-Blackwell
10.1111/pala.12133,open (via free pdf),publisher,,http://onlinelibrary.wiley.com/doi/10.1111/pala.12133/pdf,True,publishedVersion,2,https://doi.org/10.1111/pala.12133,journal-article,True,False,0031-0239,Palaeontology,2014-10-20,Wiley-Blackwell
10.1111/pala.12134,,,,,False,,2,https://doi.org/10.1111/pala.12134,journal-article,False,False,0031-0239,Palaeontology,2014-10-24,Wiley-Blackwell
